,Ratings,Reviews
957,1.0 ,"  I am facing auto shutdown issue in my device. And One-plus service center and customer care are just wasting my time by calling me to their service center.My device has issue either hardware or software but they are not able to diagnose. I submitted my device two times. But same issue happening again. And they are again telling me to submit. So better don't buy such device where you are getting fooled by manufacturer.

"
958,5.0 ,"  One of the best of its kind. Fingerprint reader is so much fast and accurate. Camera quality is also very good. Battery life is decent, you can get 5 hrs of screen on time on 90 hz and 7-8 hrs of screen on 60 hz. Charging battery from 0-100 only takes 40-50 mins. Oxygen os is awesome.Build quality is very durable.

"
959,5.0 ,"  What a Awesome phone by OnePlus🙂 90Hz refresh rate, fluid display, amazing camera quality, amazing macro shot,  Wrap charge , fingerprint reader animation,  super fast processor and the list goes on... It's been 3 weeks since I purchased this phone and believe me it's a treat to hold this phone . Battery backup is really good , Tons of customization available and I really like the new Navigation introduced in this phone.

"
960,3.0 ,"  Performance is bad sometimes app gets stuck. Phone doesn't respond properly at times. Unable to place Royal battle mode on Call Of Duty. App closes automatically while playing this game mode. Tried reinstalling and playing again. It didn't work and still app closes by itself. Disappointed by the fake specs by one plus I feel. After using this device feels like it's just hype and advertising by One Plus. It's fast but not always. YouTube takes 3-4 secs sometimes to open. Camera is good. Faceunlock is superfast.  Battery drains faster. I have been using this phone for 13 days. Really disappointed by performance at times.

"
961,4.0 ,"  Well it was a flagship phone like features with better price and yes it has a long list of pros but if you are unlucky customer you'll get the worst display experience ever pixel in it floats and don't light up in low brightness and there's always a green tint in the upper side of the phone you'll be able to see in specific brightness level like 30 or something near that if you want to get it fixed at service center they'll deny that this is not a problem. Any way it drains battery a lot .

"
962,5.0 ,"  The Great Mobile Phone Oneples 7T...I m using oneplus 5T and oneplus 6 and Oneplus 7 but I buy this My New Mobile Oneplus 7T its cool experience for this mobile...😘😘CAMERA - 4.7/5BATTERY- 4/5Display - 4.9/5Performance - 4.8/5Speed - 5/5Gaming experience- 4.8/5 Finally i say guys worth it this mobile....

"
963,4.0 ,"  Phone feels very much premium in hands,performance of this phone is good,little bit disappointed about camera,as this struggle capturing photos  during low light,now if we talk about gaming on this phone-you will love this phone while gaming as this phone comes with 855+ soc,no stutter,no lags.After a full charge your phone will last almost a day,depends on your usage.but the added advantage is ,it comes with wrap charging.it takes almost 1 hr to get full charge.

"
964,5.0 ,"  1)Camera's are good. But can't compare to an Ip hone XR or Iphone 11 and above. So it needs to get improved.2) Battery is average. It would barely last for a day. But charging is fast like 0-70 in just 30mins. So that helps.3) Display is great. 90Hz feels really smooth. Colour Accuracy is great too.4) Software experience doesn't need to be explained. Oxygen OS is by far one of the best custom OS.5) Performance is great. No issues. One will enjoy using this device.6) Stereo speakers are great with great sound clarity, dolby atmos and sufficient loudness.

"
965,5.0 ,"  Aswome mobileValue of the moneyBattery life not exilent but averageCharging is so fast. Just 35 mint battery fullCamera features aswomeDisplay brilliantPhone speed outstanding

"
966,5.0 ,"  I was using Redmi note 4 for last two and half years ,and this phone was a perfect upgrade from that,it is super fast with superb smoothness ,Camera is also very good ,there are tonnes of features(Oxygen OS) in this phone where you will enjoy them a lot once you used to it,coming to charging ,the phone takes 55minutes to charge from 0-100,for a normal user it lasts a full day which is more than enough,the 90Hz display is super super smooth,you will notice a big difference between 60Hz and 90Hz,the fingerprint sensor is very fast,this is one of the best phone for gaming ,I played PUBG in highest settings and there were no frame drops(lag) at all,even Asphalt 9 run very well,As per my user experience I did not find any cons..for a normal day to day usage,you don't find any cons ..

"
967,5.0 ,"  I like the way the phone is performing. Nice smooth screen. So fast . One thing , they can include the headset with this product. Otherwise the performance, rear camera all are best of best. Thanks one plus for this kind of phone.🙂🙂🙂

"
968,5.0 ,"  I got old series charger that is ""G"" series and and charging time takes more than Usual pls replace the charger and fix this issue.My Frnd got ""H"" series charger .. which is faster than G series ..pls solve the problem..

"
969,5.0 ,"  I am a previous user and fan of One Plus. Had a One Plus 6 for the past two years. Now wanted to upgrade it. Found One Plus 8 a bit expensive, as I use an iPhone 11 also, and tidings want to invest more in my second one. The screen resolution is excellent. The screen refreshing of 90Hz full AMOLED is amazing. The camera, with Macro lens scores over even iPhone Camera. And overall good purchase . *****

"
